"","Postal.Code","subdivision_first_letter","Bedrooms.Total","Bathrooms.Total.Decimal","price"
"1411","75238","Pebble",2,"2.1",280000
"1412","75238","White ",3,"2",368000
"1413","75241","Alamed",2,"1.1",180000
"1414","75241","Carver",3,"2",225000
"1415","75241","Cedar ",3,"2",266500
"1416","75241","Cedar ",3,"2.1",307000
"1417","75241","Cema V",3,"2",215000
"1418","75241","Glenvi",3,"2",276250
"1419","75241","Highla",3,"1",157000
"1420","75241","Highla",3,"1.1",165000
"1421","75241","Highla",3,"2",182500
"1422","75241","Singin",3,"1.1",190000
"1423","75241","Sympho",3,"1",195000
"1424","75241","Wisdom",3,"2",242500
"1425","75243","Cimmar",3,"2.1",420000
"1426","75243","Hamilt",3,"2",242888
"1427","75243","Jackso",3,"3",435000
"1428","75243","Northw",3,"2",343500
"1429","75243","Patio ",2,"2",295000
"1430","75243","Patio ",3,"2",342000
"1431","75243","Richla",3,"3",439900
"1432","75244","Meadow",3,"2",418000
"1433","75248","Presto",3,"2",403333.333333333
"1434","75249","Fox Ho",3,"2",305000
"1435","75249","Fox Ho",3,"2.1",352000
"1436","75249","Sugarb",3,"2.1",187000
"1437","75249","SUMMIT",3,"2",372000
"1438","75249","Woodcr",3,"2",308000
"1439","75249","Woods",3,"2",252200
"1440","75249","Woods ",3,"2",190000
"1441","75252","Bent T",3,"2",410000
"1442","75253","BLK 88",2,"2",285000
"1443","75253","Blk G ",3,"1.1",135000
"1444","75253","Garden",2,"2",203000
"1445","75253","Seagov",2,"1",2e+05
"1446","75253","SHADY ",3,"2",290000
"1447","75254","Presto",2,"2",235000
"1448","75287","Meadow",3,"2",398000
"1449","75287","Mornin",3,"2",410000
"1450","75287","Mornin",3,"2.1",375000
"1451","75287","Old Mi",2,"2",305000
"1452","75287","Twin C",2,"2.1",335000
"1453","75287","Twin C",3,"2.1",415000
"1454","75401","Arnold",3,"2",224900
"1455","75401","ARNOLD",3,"2",222000
"1456","75401","Barnha",2,"1",120000
"1457","75401","Carsey",3,"1.1",169900
"1458","75401","Holida",3,"2",2e+05
"1459","75401","Jones ",3,"2",215000
"1460","75401","Little",3,"2",220000
"1461","75401","Moulto",3,"2",199000
"1462","75401","Orig T",3,"2",210800
"1463","75401","Origin",3,"2",204990
"1464","75401","Reavil",3,"2",180000
"1465","75401","Washin",3,"1",145000
"1466","75401","Washin",3,"2",3e+05
"1467","75401","Wester",3,"2",172500
"1468","75402","Cedar ",3,"2",265000
"1469","75402","Cedars",3,"2.1",354700
"1470","75402","Cotton",3,"2",3e+05
"1471","75402","Countr",3,"1.1",140000
"1472","75402","Countr",3,"2",191000
"1473","75402","Dinkle",3,"2",172500
"1474","75402","Ellis ",3,"2",285000
"1475","75402","Highla",3,"2",265000
"1476","75402","Hillto",3,"2",205000
"1477","75402","Jackso",3,"2",240650.333333333
"1478","75402","Minera",2,"1",101000
"1479","75402","Oak Vi",3,"2.1",449900
"1480","75402","Rollin",3,"2",245000
"1481","75407","Arcadi",3,"2",383666.666666667
"1482","75407","Clearl",2,"1.1",329900
"1483","75407","Creekv",3,"2",375000
"1484","75407","Park T",3,"2",306000
"1485","75407","Park T",3,"2.1",385000
"1486","75407","Prairi",3,"2",299000
"1487","75407","Prince",3,"2",325000
"1488","75407","Ragon ",3,"2",450000
"1489","75407","Winche",3,"2",390000
"1490","75409","Anna C",3,"2",427700
"1491","75409","Creeks",3,"2",320000
"1492","75409","Falls ",3,"2",347178
"1493","75409","Meadow",3,"2",339000
"1494","75409","Northp",3,"2",358500
"1495","75409","Oak Ho",3,"2",292000
"1496","75409","Park P",3,"2",400391
"1497","75409","Settle",3,"2",325000
"1498","75409","Sweetw",3,"2",345000
"1499","75409","West C",3,"2",395000
"1500","75409","Willow",3,"2",330000
"1501","75414","Cox Wi",3,"2",336500
"1502","75416","City O",3,"2",217500
"1503","75418","B Ingl",3,"2",347500
"1504","75418","Bailey",3,"1.1",240000
"1505","75418","Boyd A",3,"1",172500
"1506","75418","Burow ",2,"1",99800
"1507","75418","Grady ",3,"2",286000
"1508","75418","H Burk",3,"2",145000
"1509","75418","H Burk",3,"3",2e+05
"1510","75418","Hays A",2,"1",45000
"1511","75418","Hunter",3,"2",185000
"1512","75418","Inglis",2,"1",32000
"1513","75418","North ",3,"2",420000
"1514","75418","Russel",3,"2",241000
"1515","75418","Semple",3,"1",141000
"1516","75418","Simpso",3,"2",190657
"1517","75418","Willia",3,"2",195000
"1518","75423","Atkins",3,"2",299900
"1519","75428","Knight",3,"2",131000
"1520","75428","Muller",3,"2",215000
"1521","75432","Cooper",2,"2",130000
"1522","75432","G L Ha",3,"3",210000
"1523","75432","Westow",3,"2",161300
"1524","75439","A0867 ",3,"2",177000
"1525","75440","City",3,"1",25000
"1526","75442","C C Ra",3,"1",2e+05
"1527","75442","Camden",3,"2",310000
"1528","75442","Howell",3,"1",315000
"1529","75442","Neathe",3,"2",240000
"1530","75442","Pendle",2,"1",315000
"1531","75446","City O",3,"3",170000
"1532","75446","none",3,"2.1",424900
"1533","75452","Colleg",2,"1.1",165000
"1534","75453","Orig T",3,"2",215000
"1535","75454","Hunter",3,"2",384750
"1536","75454","Hunter",3,"2.1",440000
"1537","75454","North ",3,"2",420000
"1538","75454","Trails",3,"2",409000
"1539","75454","Villag",3,"2",427250
"1540","75457","Jospii",3,"1",29900
"1541","75457","Meadow",3,"2",263500
"1542","75457","town",3,"1.1",64000
"1543","75459","G-0544",3,"2",230000
"1544","75459","Rheaco",3,"2",420000
"1545","75459","Wester",2,"1.1",178000
"1546","75460","Brooks",2,"1",128000
"1547","75460","City O",2,"2",40000
"1548","75460","Spring",2,"1",65000
"1549","75462","Pauls ",3,"2",245000
"1550","75462","Pine V",3,"2",277900
"1551","75469","NONE",2,"2",365000
"1552","75472","Sandy ",1,"1",63000
"1553","75472","Tawako",3,"2",290000
"1554","75474","Caddo ",3,"2",375000
"1555","75474","Cedars",3,"3",136000
"1556","75474","Crest ",1,"1.1",155000
"1557","75474","Darnel",3,"2.1",450000
"1558","75474","Davies",3,"3",157500
"1559","75474","Fox Po",3,"3",372000
"1560","75474","Greenw",3,"2",270000
"1561","75474","Lewald",2,"1.1",132500
"1562","75476","none",3,"1",110000
"1563","75482","Green ",3,"2.1",415000
"1564","75482","Highla",3,"2",107500
"1565","75482","James ",2,"1",149900
"1566","75482","Ma Bow",2,"1",156000
"1567","75482","Sulphu",3,"1",98000
"1568","75482","Town",3,"1.1",125000
"1569","75482","Woodbr",2,"2",199900
"1570","75490","Trento",3,"2",365000
"1571","75491","Grange",3,"2",267800
"1572","75491","McDani",3,"2",310000
"1573","75491","Rosehi",3,"2",255000
"1574","75494","City O",2,"1",104000
"1575","75494","Hawkin",2,"2",209000
"1576","75495","Colleg",3,"1",145000
"1577","75495","George",3,"2",3e+05
"1578","75495","Greywo",3,"2",304028.5
"1579","75495","Hynds ",3,"2",263500
"1580","75496","COLLEG",3,"1",158000
"1581","75568","City o",2,"1",85800
"1582","75601","Ingram",2,"1",95000
"1583","75602","South ",3,"2",165000
"1584","75647","Gladev",3,"2",178000
"1585","75647","NOne",3,"2",450000
"1586","75662","Spring",3,"2",359000
"1587","75684","Hillcr",3,"2",330000
"1588","75701","Belmon",3,"1.1",215000
"1589","75701","Jarrel",3,"1",179900
"1590","75701","Medica",2,"1",178200
"1591","75702","Melody",3,"1",190000
"1592","75703","Deerwo",2,"2",204500
"1593","75703","Robert",2,"1.1",220000
"1594","75707","Horses",3,"2",350000
"1595","75707","Rock C",3,"3",435515
"1596","75709","Briarw",3,"2",330000
"1597","75751","782 T ",3,"1",2e+05
"1598","75751","Cayuga",3,"2",144000
"1599","75751","Dogwoo",3,"2",390000
"1600","75751","Park H",3,"2",110000
"1601","75752","Penins",3,"2",181000
"1602","75756","Vista",3,"2.1",415000
"1603","75758","Chandl",3,"2",297000
"1604","75762","Runnin",3,"2",235000
"1605","75763","Holida",2,"1",132000
"1606","75765","Holly ",2,"2",231888.5
"1607","75765","Holly ",3,"2",3e+05
"1608","75765","unknow",3,"1.1",110000
"1609","75766","Fairwa",3,"2",260000
"1610","75766","Okeefe",3,"2",165000
"1611","75771","Eagle ",3,"2",240000
"1612","75771","Hideaw",3,"2",174900
"1613","75771","Missio",3,"2",231177.5
"1614","75773","Highla",3,"2",259500
"1615","75773","Hillcr",3,"1",215000
"1616","75778","Callen",3,"2",325000
"1617","75778","Green ",2,"2",95000
"1618","75778","Hickor",1,"1.1",165000
"1619","75790","none",3,"2.1",120000
"1620","75791","Lakewa",3,"2",215000
"1621","75840","Faircr",3,"2",242000
"1622","75840","Lakewo",3,"2",125000
"1623","75840","none",3,"2",120000
"1624","75840","THOUSA",3,"2",174500
"1625","75860","D C CA",3,"2.1",2e+05
"1626","76001","Abberm",3,"2.1",428000
"1627","76001","Eden G",3,"2",383000
"1628","76001","Eden R",3,"2",324000
"1629","76001","Edgewo",3,"2",365833.333333333
"1630","76001","Fannin",3,"2",383201
"1631","76001","Fannin",3,"2.1",430000
"1632","76001","Green ",3,"2",225000
"1633","76001","Maywoo",3,"2",272000
"1634","76001","Meadow",3,"2",360000
"1635","76001","Sevill",3,"2",278750
"1636","76001","Sierra",3,"2",422500
"1637","76001","South ",3,"2.1",342500
"1638","76001","Spring",3,"2",291995
"1639","76001","Timber",3,"2",275950
"1640","76001","Twin H",3,"2",406000
"1641","76001","Twin H",3,"3",450000
"1642","76002","Cherry",3,"2",335000
"1643","76002","Collin",3,"2",322000
"1644","76002","Coloni",3,"2",287500
"1645","76002","Colson",3,"2",302500
"1646","76002","Deer C",3,"2",372500
"1647","76002","Eden C",3,"2",325000
"1648","76002","Harris",3,"2",350333.333333333
"1649","76002","Harris",3,"2.1",350000
"1650","76002","Highla",3,"2",365500
"1651","76002","Hunter",3,"2",350000
"1652","76002","La Fro",3,"2",333950
"1653","76002","Loneso",3,"2",342250
"1654","76002","Southw",3,"2",395000
"1655","76002","Windtr",3,"2",350000
"1656","76005","Viridi",2,"2",415000
"1657","76006","Meadow",2,"2",230000
"1658","76006","Moss S",3,"2",330000
"1659","76006","Oak Ca",3,"2.1",430000
"1660","76008","Corner",3,"2.1",350000
"1661","76008","Countr",3,"2",370000
"1662","76008","Deer C",3,"2",425000
"1663","76008","Lasate",3,"2",215000
"1664","76009","Alvara",3,"2",290000
"1665","76009","Blue W",2,"2",249900
"1666","76009","La Her",3,"2.1",439990
"1667","76009","Lakewo",3,"2",255000
"1668","76009","New To",2,"1",167000
"1669","76009","Robert",3,"1.1",220000
"1670","76009","Spt Co",3,"2",266000
"1671","76009","Stoneg",3,"2",299333.333333333
"1672","76009","Town A",3,"2",280000
"1673","76009","Woolar",3,"2",231000
"1674","76010","Abram ",2,"2.1",228000
"1675","76010","Arling",2,"1",227500
"1676","76010","Arling",3,"1",194900
"1677","76010","Buena ",3,"1",245000
"1678","76010","Buena ",3,"2",270000
"1679","76010","Club O",3,"1",175000
"1680","76010","Club O",3,"2",282500
"1681","76010","Clubvi",3,"2",250749.5
"1682","76010","Eltroy",3,"1.1",233000
"1683","76010","Hollan",3,"2",270000
"1684","76010","Hollan",3,"2.1",336500
"1685","76010","Meadow",3,"1",170500
"1686","76010","Meadow",3,"2",265000
"1687","76010","Mitche",2,"2",249000
"1688","76010","Plaza ",3,"1.1",2e+05
"1689","76010","Ridge ",3,"1",243000
"1690","76010","Southm",3,"2",263000
"1691","76010","Southr",3,"2",281500
"1692","76010","Valley",3,"2",252000
"1693","76010","Wester",3,"2",268000
"1694","76010","Woods ",3,"2",3e+05
"1695","76011","Arling",2,"1",205000
"1696","76011","Garden",3,"2",275000
"1697","76011","Park P",3,"2.1",367000
"1698","76011","Pike V",3,"1",198000
"1699","76011","Woodbr",3,"2",360000
"1700","76012","Charte",3,"2",269000
"1701","76012","Chestn",3,"2",345500
"1702","76012","Forest",3,"2",307000
"1703","76012","Hillcr",2,"1",219000
"1704","76012","Hillva",3,"2",362000
"1705","76012","Indian",3,"2",325000
"1706","76012","Lamar ",3,"2",340000
"1707","76012","Meadow",3,"2.1",440000
"1708","76012","Millbr",3,"2",410000
"1709","76012","Northw",3,"1",227000
"1710","76012","Oaks T",3,"2",330000
"1711","76012","Randol",3,"2",294100
"1712","76012","Tangle",3,"2",288500
"1713","76012","Timber",3,"2",4e+05
"1714","76012","Waterw",3,"2",342000
"1715","76012","Windem",3,"2",315000
"1716","76013","Andre ",3,"2",305000
"1717","76013","Arling",3,"2",260000
"1718","76013","Briarw",3,"2",310000
"1719","76013","Clover",3,"1.1",228000
"1720","76013","Glynnd",2,"1",225000
"1721","76013","Glynnd",3,"2",310000
"1722","76013","Grays ",3,"2.1",375000
"1723","76013","Lakewo",3,"2",320000
"1724","76013","Lakewo",3,"3.1",352500
"1725","76013","Manors",3,"2",369000
"1726","76013","Mc Kni",3,"2",370000
"1727","76013","Michel",3,"2",301607
"1728","76013","Oak Tr",3,"1",211000
"1729","76013","San Ra",3,"2",269900
"1730","76013","Shady ",3,"2",375000
"1731","76013","Shady ",3,"2.1",415000
"1732","76013","Stage ",3,"2",320000
"1733","76013","Sunset",3,"1",142000
"1734","76013","Villas",3,"2",395000
"1735","76013","Woodla",3,"2",335625
"1736","76014","Brandy",3,"2",285000
"1737","76014","Briar ",3,"2",278000
"1738","76014","Camelo",3,"2",260000
"1739","76014","Harves",3,"2",295000
"1740","76014","High M",3,"2",302500
"1741","76014","High P",3,"2",300900
"1742","76014","Maybro",1,"1.1",178000
"1743","76014","Maybro",2,"2.1",230000
"1744","76014","Spring",3,"2",280000
"1745","76014","Stoner",3,"2",257020
"1746","76014","Stoner",3,"2.1",195000
"1747","76015","Dorche",3,"2",272500
"1748","76015","Meadow",3,"2",343000
"1749","76015","Monter",3,"2",266500
"1750","76015","Rollin",2,"1",152000
"1751","76015","Rollin",3,"2",257050
"1752","76015","Scots ",3,"2",394500
"1753","76015","Scots ",3,"2.1",405000
"1754","76015","Waverl",3,"2",268000
"1755","76015","Windso",3,"2",295333.333333333
"1756","76016","Alexan",2,"2",215000
"1757","76016","Britta",3,"2",326000
"1758","76016","Burgun",2,"2",235000
"1759","76016","Burgun",3,"2.1",286600
"1760","76016","Enchan",3,"2",295000
"1761","76016","Falcon",3,"2",269000
"1762","76016","Glen S",3,"2",313000
"1763","76016","Huntwi",3,"2",320000
"1764","76016","Kipper",3,"1.1",240000
"1765","76016","Lake A",3,"2",317500
"1766","76016","Oak Br",3,"2",335000
"1767","76016","Oak Br",3,"2.1",4e+05
"1768","76016","Orchar",3,"2",300250
"1769","76016","Pleasa",3,"2",320000
"1770","76016","Quail ",3,"2.1",401000
"1771","76016","Rush S",3,"2",350000
"1772","76016","Rushmo",3,"2",311750
"1773","76016","Shorew",3,"2",405000
"1774","76016","Ticino",3,"2",295000
"1775","76016","Villag",3,"2",347500
"1776","76016","Westla",3,"2.1",355000
"1777","76016","Wooded",3,"2",352310
"1778","76017","April ",2,"2",234000
"1779","76017","April ",3,"1",230000
"1780","76017","Crest ",2,"2",233500
"1781","76017","Crest ",3,"2.1",229900
"1782","76017","Curtis",3,"2",230000
"1783","76017","Forest",3,"2",333000
"1784","76017","George",3,"2",405000
"1785","76017","Green ",3,"2",280000
"1786","76017","Highpo",3,"3",355000
"1787","76017","Indian",3,"2",310500
"1788","76017","Lago V",3,"2",440000
"1789","76017","Leeds ",3,"2.5",255000
"1790","76017","Matloc",3,"2",265000
"1791","76017","Meadow",3,"2",287550
"1792","76017","Misty ",3,"2",340000
"1793","76017","Oak Co",3,"2",275000
"1794","76017","Overla",3,"2",307642.857142857
"1795","76017","Sandal",3,"2",335000
"1796","76017","School",3,"2",308000
"1797","76017","Shane ",3,"2.1",3e+05
"1798","76017","Stagec",3,"2.1",350000
"1799","76017","Sterli",3,"2",314000
"1800","76017","Summer",3,"2",295000
"1801","76017","Tealwo",3,"1.1",225000
"1802","76017","Turf C",3,"2",317000
"1803","76017","Turf C",3,"2.1",370000
"1804","76017","Whispe",3,"2",286000
"1805","76017","Willow",3,"2",283166.666666667
"1806","76017","Wimble",3,"2.1",450000
"1807","76017","Windso",3,"2",334000
"1808","76017","Woodse",3,"2",274000
"1809","76018","Countr",3,"2",278000
"1810","76018","Fairfi",3,"2",289166.666666667
"1811","76018","Grand ",3,"2",308000
"1812","76018","Oakbro",2,"2",215000
"1813","76018","Oakbro",3,"2",260000
"1814","76018","Paxton",3,"2",340000
"1815","76018","Webb-B",2,"2",260000
"1816","76018","Webb-B",3,"2",315000
"1817","76018","Windin",3,"2",313666.666666667
"1818","76018","Windmi",3,"2",270000
"1819","76020","Ashwoo",3,"2",297666.666666667
"1820","76020","Azle H",3,"2",290000
"1821","76020","Castle",2,"2",225000
"1822","76020","Eagle ",3,"2.1",305000
"1823","76020","John H",3,"2",435000
"1824","76020","Lake C",2,"2",225000
"1825","76020","Lake C",3,"2",275750
"1826","76020","M G Hu",3,"1",218000
"1827","76020","none",3,"2",425000
"1828","76020","Oak Ha",3,"2",427000
"1829","76020","Rosewo",3,"2",345000
"1830","76020","Rosewo",3,"2.1",364000
"1831","76020","Stribl",3,"2",320000
"1832","76020","Tangel",3,"2",290000
"1833","76020","Tangle",3,"2",185000
"1834","76020","Woodla",2,"2.1",266000
"1835","76020","Woodla",3,"2",282500
"1836","76020","Wudco ",3,"2",3e+05
"1837","76021","Bedfor",3,"2.1",420000
"1838","76021","Canter",3,"2",355000
"1839","76021","Countr",3,"2",364000
"1840","76021","Cross ",3,"2",390000
"1841","76021","Eagles",3,"2",343409
"1842","76021","Mayfai",3,"2",310000
"1843","76021","Mayfai",3,"2.1",450000
"1844","76021","Meadow",3,"2",360000
"1845","76021","Oak Vi",3,"2",378500
"1846","76021","Quail ",3,"3",438700
"1847","76021","Rustic",3,"2",404000
"1848","76021","Spring",3,"2",387000
"1849","76021","Teakwo",3,"2",381000
"1850","76021","Teakwo",3,"3",425000
"1851","76021","Whispe",3,"2",359000
"1852","76022","Bedfor",3,"2",325000
"1853","76022","Bell H",3,"1.1",302000
"1854","76022","Bell M",3,"2",328333.333333333
"1855","76022","Bellvu",3,"2",264900
"1856","76022","Brook ",3,"3",360000
"1857","76022","Crestv",3,"1.1",255000
"1858","76022","Forest",3,"2",350500
"1859","76022","Gregor",3,"2",332400
"1860","76022","Joiner",3,"2",275000
"1861","76022","Nottin",3,"2",345000
"1862","76022","Oakmon",2,"1",245000
"1863","76022","Oakmon",3,"2",240000
"1864","76022","Southw",3,"2",402000
"1865","76022","Stoneg",3,"2.1",398000
"1866","76022","Villas",3,"2.1",368000
"1867","76022","Woods ",3,"2.1",426000
"1868","76022","Woods ",3,"3",405999
"1869","76023","J. Jor",3,"1",128000
"1870","76023","Meadow",3,"2.1",405000
"1871","76023","Origin",1,"2.1",220000
"1872","76023","Southl",3,"2",331000
"1873","76028","Academ",3,"2",315000
"1874","76028","Ashfor",3,"2",332500
"1875","76028","Cedar ",3,"2",310000
"1876","76028","Creeks",3,"2",335000
"1877","76028","Crestm",3,"1.1",235000
"1878","76028","Crestm",3,"2",211025
"1879","76028","Deer M",3,"2",317633.333333333
"1880","76028","Elk Ri",3,"2",297140
"1881","76028","Garden",3,"1.1",257000
"1882","76028","Garden",3,"2",280500
"1883","76028","GARDEN",3,"2",270000
"1884","76028","GREGOR",2,"2",239000
"1885","76028","Herita",3,"2",364900
"1886","76028","Highpo",3,"2",349990
"1887","76028","Hiller",3,"2",217945
"1888","76028","Hillto",3,"2",442000
"1889","76028","Hogan ",3,"3",415000
"1890","76028","Jm Wel",3,"2",312000
"1891","76028","Keswic",3,"2",310500
"1892","76028","Lakewo",3,"2",410000
"1893","76028","M W Sa",3,"2",335000
"1894","76028","Meadow",3,"2",296333.333333333
"1895","76028","Montcl",3,"1.1",215000
"1896","76028","MOUNTA",3,"2",341876
"1897","76028","MOUNTA",3,"2.1",379922
"1898","76028","Oak Gr",3,"2",179500
"1899","76028","Oak Pa",3,"2",430000
"1900","76028","Planta",3,"2",411000
"1901","76028","Pleasa",2,"2",233000
"1902","76028","Pleasa",3,"2",320000
"1903","76028","RENDON",2,"2",250000
"1904","76028","RENDON",3,"2",276250
"1905","76028","Reveri",3,"2",366666.666666667
"1906","76028","Shanno",3,"2",317700
"1907","76028","Sheila",3,"2",385700
"1908","76028","Southw",3,"2",190000
"1909","76028","Summer",3,"1",205000
"1910","76028","Summer",3,"1.1",228000
"1911","76028","Tarran",3,"1.1",240000
"1912","76028","The Cl",3,"2.1",4e+05
"1913","76028","THE GA",3,"2",290000
"1914","76028","Thomas",3,"2.1",445000
"1915","76028","Timber",3,"2",307812
"1916","76028","TURKEY",3,"2.1",331000
"1917","76028","Valley",3,"2.1",322400
"1918","76028","Villag",3,"2",305000
"1919","76028","Vinewo",3,"2",286400
"1920","76028","Wakefi",3,"2",273450
"1921","76028","West B",3,"2",3e+05
"1922","76028","Willow",3,"2",250000
"1923","76028","Willow",3,"2.1",415000
"1924","76031","Belz A",3,"2",145000
"1925","76031","Garza ",3,"2",309900
"1926","76031","Johnso",3,"2",228000
"1927","76031","origin",3,"2",155000
"1928","76031","Origin",2,"1",190000
"1929","76031","Origin",2,"1.1",83500
"1930","76031","Origin",3,"1",83000
"1931","76031","Origin",3,"2",175000
"1932","76033","Colleg",3,"1",140000
"1933","76033","Colleg",3,"3",245000
"1934","76033","Darden",2,"2",230000
"1935","76033","Darden",3,"2",218825
"1936","76033","Heaths",3,"2",218000
"1937","76033","Origin",3,"1",175000
"1938","76033","Origin",3,"2",190800
"1939","76033","Origin",3,"2.1",259000
"1940","76033","Park A",3,"2",245000
"1941","76033","Rogers",2,"1.1",186000
"1942","76033","VILLEG",3,"2",245000
"1943","76033","Westhi",3,"2",310000
"1944","76033","Winche",3,"2",350000
"1945","76035","Clearv",3,"2",240000
"1946","76036","Bridge",3,"2",322833
"1947","76036","Centen",3,"2",305000
"1948","76036","Creeks",3,"2",230000
"1949","76036","Cresce",3,"2",338500
"1950","76036","CRESCE",3,"2",295000
"1951","76036","CRESCE",3,"2.1",345000
"1952","76036","Crowle",3,"2",240750
"1953","76036","Eagle ",3,"2",265000
"1954","76036","Haynes",3,"1",225000
"1955","76036","Lasate",3,"2",339900
"1956","76036","Newber",3,"2",292940
"1957","76036","Newber",3,"3",334190
"1958","76036","Park M",3,"2",316000
"1959","76036","Quail ",3,"2",261000
"1960","76036","Rosema",3,"2",327000
"1961","76036","Shanno",3,"2",345000
"1962","76036","Speilm",3,"1.1",232000
"1963","76036","Summer",3,"2",335000
"1964","76039","Arbor ",3,"2",385000
"1965","76039","Bear C",3,"2",4e+05
"1966","76039","Cinnam",2,"2",295000
"1967","76039","Cinnam",3,"2",373893
"1968","76039","Glade ",3,"2",426000
"1969","76039","Green ",2,"1.1",295000
"1970","76039","Green ",3,"1.1",301500
"1971","76039","Mc Cor",2,"1.1",238000
"1972","76039","Mc Cor",3,"2",390000
"1973","76039","Meadow",3,"2",380000
"1974","76039","Midway",3,"1",160000
"1975","76039","Midway",3,"1.1",260000
"1976","76039","Midway",3,"2",340000
"1977","76039","Park A",3,"2",307000
"1978","76039","Quail ",3,"2",275000
"1979","76039","Westwo",3,"1.1",240000
"1980","76040","Morris",3,"2.1",403000
"1981","76040","Oak Cr",3,"2",257500
"1982","76040","Oakwoo",3,"2",299833.333333333
"1983","76040","Sevill",3,"2",380000
"1984","76040","Stone ",3,"2",350500
"1985","76040","Twin C",3,"2",369800
"1986","76041","O T Fo",2,"1",70000
"1987","76043","City P",3,"2",225500
"1988","76043","East E",3,"2",340000
"1989","76043","Golden",3,"2",227500
"1990","76043","Snyder",3,"2",205000
"1991","76044","Crutch",3,"1",138000
"1992","76048","Arrowh",2,"1",165000
"1993","76048","Arrowh",3,"2",190000
"1994","76048","C R Br",3,"2",196000
"1995","76048","Canyon",3,"2",299833.333333333
"1996","76048","Canyon",3,"2.1",380000
"1997","76048","Canyon",3,"3",440000
"1998","76048","Comanc",2,"1",166500
"1999","76048","Comanc",3,"2",240000
"2000","76048","Heathe",2,"2",289900
"2001","76048","Herita",3,"2",265000
"2002","76048","Indian",2,"2",3e+05
"2003","76048","Indian",3,"2",325483.333333333
"2004","76048","Kikaga",3,"2",395000
"2005","76048","Mesa G",3,"2",245000
"2006","76048","Nutt A",1,"2",245000
"2007","76048","Rock H",0,"0",112000
"2008","76048","Rock H",3,"2",313000
"2009","76048","Rough ",3,"2",370000
"2010","76048","The Hi",3,"2",298000
"2011","76048","Weems ",2,"2",157500
"2012","76049","Abes L",3,"2",339250
"2013","76049","Acton ",3,"2.1",415000
"2014","76049","Blue W",3,"2",195000
"2015","76049","Cobble",3,"2",264250
"2016","76049","Decord",3,"2",320000
"2017","76049","Decord",3,"2.1",2e+05
"2018","76049","Decord",3,"3",350000
"2019","76049","DeCord",3,"2.1",290000
"2020","76049","Emeral",3,"2",265000
"2021","76049","James ",3,"2",225000
"2022","76049","Lakewo",3,"2",385000
"2023","76049","Main P",3,"2",330000
"2024","76049","Meande",3,"2",246000
"2025","76049","Pecan ",2,"2",290000
"2026","76049","Pecan ",3,"2",368000
"2027","76049","Willow",3,"2",375900
"2028","76050","Beacon",3,"2",336750
"2029","76050","None",2,"1",118000
"2030","76050","Ramsey",3,"2",234000
"2031","76051","A Fost",2,"1",329000
"2032","76051","Banyan",3,"2",365000
"2033","76051","Bellai",3,"2",360000
"2034","76051","Courtn",2,"2",255000
"2035","76051","Dove C",3,"2",380000
"2036","76051","Dove C",3,"2.1",354500
"2037","76051","Dove M",3,"2",356450
"2038","76051","Hampto",2,"2.1",315000
"2039","76051","Park P",3,"2",420000
"2040","76051","Parkwo",3,"2.1",450000
"2041","76051","Russwo",3,"2",420000
"2042","76052","Dorado",3,"2",363000
"2043","76052","Elizab",3,"2",301437.5
"2044","76052","Emeral",3,"2",339000
"2045","76052","Emeral",3,"2.1",315000
"2046","76052","Norths",3,"2",365310
"2047","76052","Sender",3,"2",336422.2
"2048","76052","SENDER",3,"2",340000
"2049","76052","Wellin",3,"2",4e+05
"2050","76052","Willow",3,"2",359245
"2051","76053","Anders",3,"2",285000
"2052","76053","Billy ",3,"2",4e+05
"2053","76053","Buena ",3,"2",297500
"2054","76053","Doss A",3,"1",245500
"2055","76053","Forest",3,"2.1",277500
"2056","76053","Hurst ",3,"2",283000
"2057","76053","Hurst ",3,"2.1",309000
"2058","76053","Hurstv",3,"1.1",255000
"2059","76053","North ",3,"2",317500
"2060","76053","Page A",3,"1",260000
"2061","76053","Shady ",3,"2",339783.333333333
"2062","76053","Valent",3,"1.1",205000
"2063","76053","Woodcr",3,"2",405000
"2064","76054","Mayfai",3,"2",434250
"2065","76054","Mayfai",3,"2.1",431000
"2066","76054","Owens ",3,"2",318000
"2067","76054","Shady ",3,"2",359100
"2068","76055","Beard ",3,"2",203500
"2069","76058","ABS ES",3,"2",283500
"2070","76058","Blackb",3,"2.1",410000
"2071","76058","Blue B",3,"2",352000
"2072","76058","Bluebi",3,"2",355000
"2073","76058","Bluebi",3,"2.1",375000
"2074","76058","Mounta",3,"2",298333.333333333
"2075","76058","Origin",3,"2",280000
"2076","76058","Paradi",3,"2",430000
"2077","76058","Thousa",3,"2",408000
"2078","76058","Windin",3,"2",255000
"2079","76059","Hillcr",3,"2.1",210000
"2080","76059","Putsax",3,"2",198641
"2081","76059","Sandy ",3,"3",368000
"2082","76059","Songbi",3,"2",285000
"2083","76060","Glen M",3,"2",410000
"2084","76060","Hillto",3,"2",360000
